brightness,contrast,hue,saturation,warmth,colourfulness,file,group
0.16249749876106856,0.22309036869150656,0.510412346444364,0.24433869435798278,-0.019525091867934583,0.22285479624316315,IMG_20200921_095058.jpg,09_Monochrome
0.1727834122154609,0.18793119414299822,0.0,0.0,0.0,0.1879311941430557,IMG_20200828_175321.jpg,09_Monochrome
0.17369197860962565,0.22592953123351905,0.0,0.0,0.0,0.22592953123351997,IMG_20190326_232715.jpg,09_Monochrome
0.17875479229723207,0.18906553321244388,0.02271191107245945,0.34492998463102437,0.05676483747861561,0.18709361445783834,e5f7e98146301c4534b38b213c283a18.jpg,09_Monochrome
0.1800228903413217,0.23496748134214177,0.07235040088115065,0.4293415312402342,0.08493385620915032,0.23125325508914032,187381557_312313900342716_3293118700972903551_n.jpg,09_Monochrome
0.205743293636473,0.1986440477539399,0.0,0.0,0.0,0.19864404775392172,IMG_20200922_164045.jpg,09_Monochrome
0.21079738562091505,0.16568386645619798,0.0,0.0,0.0,0.16568386645620106,IMG_20200922_164107.jpg,09_Monochrome
0.21406192045229477,0.17128125418924217,0.24393087247566247,0.3359303252556619,0.05596078431372549,0.1664979255540299,2-the-misery-motionage-designs.jpg,09_Monochrome
0.21508599985544508,0.19518474954201637,0.9127668107448267,0.37151009785005196,0.04768664622247003,0.19319485443829318,youngsunghero1_20200218_1.png,09_Monochrome
0.2235619825708061,0.24937513049200946,0.0,0.0,0.0,0.24937513049208224,IMG_20210708_000810.jpg,09_Monochrome
0.2416682095534932,0.16159658557894685,0.5096080034678926,0.4181415688464343,-0.08087372362942805,0.15281398031273064,image(1).png,09_Monochrome
0.2445060613457001,0.3179213656410529,0.0,0.0,0.0,0.3179213656410454,Screenshot_20190203-225746.png,09_Monochrome
0.3452700072621641,0.27453200291961677,0.0,0.0,0.0,0.2745320029196017,277950259_702333744281706_2271594439745522709_n.webp,09_Monochrome
0.37474213507625276,0.1360791337969407,0.0,0.0,0.0,0.13607913379694214,bodybuilders3.jpg,09_Monochrome
0.3959482239272521,0.22630527159885466,0.0,0.0,0.0,0.22630527159884153,IMG_20190715_195531.jpg,09_Monochrome
0.4003463180827887,0.3348745403415161,0.0,0.0,0.0,0.33487454034158337,IMG_20210522_122118.jpg,09_Monochrome
0.44887937545388534,0.25820904915843257,0.0,0.0,0.024670697167755995,0.2578785033320639,270061145_107910531679892_145830595301327923_n.webp.jpg,09_Monochrome
0.4564608278867102,0.25887276835474476,0.0,0.0,0.0,0.25887276835474127,7ae6569bc8e3f2bfa5dd41c933cde159.jpg,09_Monochrome
0.49509084967320266,0.3761522213208324,0.0,0.0,0.0,0.37615222132081333,IMG_20200630_221045.jpg,09_Monochrome
0.5008360784313726,0.3240923866909073,0.0,0.0,0.0,0.32409238669087437,IMG_20211007_222624.jpg,09_Monochrome
0.596425687003426,0.1982175674074533,0.0,0.0,0.0,0.19821756740747856,kathe-kollwitz.jpg!Portrait.jpg,09_Monochrome
0.36379066811909944,0.2518290674774035,0.9777303383822812,0.34647665702056935,0.0918031348341806,0.24800301823867618,original_e4111742-d2bb-4276-bf93-0627c416b8ed_IMG_20230319_180609.jpg,10_Colourful
0.5011261776809489,0.2363662241483608,0.9635236348405204,0.32611926112978806,0.019880319535221496,0.23601216587214105,PXL_20260710_150727976.MP.jpg,10_Colourful
0.534379186637618,0.24260722221837383,0.9974801861605487,0.3314995284249663,0.1626981263616558,0.22370290293288708,IMG_20210725_000135.jpg,10_Colourful
